,MCB ,IBL,SBM,CIEL,Vivo,CIM,EMTEL,PBL,ASCENCIA,AFREXIM,MEDINE,SUN,NMH,LUX,POLICY,NIT,MDIT,BMH,SEMDEX,SEM-10,,
31/08/2020,224.5,43.55,3.75,3.25,227,6.04,,597,,3.32,38.9,13.85,4.56,28.1,4.3,33,33,27,1576.9,295.75,,
27/08/2020,220.25,43.55,3.55,3.2,226.75,6.02,,598,,3.32,38.9,13.85,4.56,28,4.36,33,33,27,1560.49,291.66,,
26/08/2020,217.5,43.6,3.44,3.1,226.5,6.02,,598,,3.32,38.9,13.2,4.5,28,4.42,33,33,27,1550.89,289.26,,
25/08/2020,215,43.6,3.4,3.2,226.5,6.02,,598,,3.32,39,13.15,4.45,28,4.44,33,33,27,1545.58,288.05,,
24/08/2020,213,43.5,3.38,3.2,226.5,6.02,,599,,3.32,39,13.1,4.3,28,4.44,33,33,27,1538.81,286.6,,
21/08/2020,210.5,43.5,3.25,3.3,226.5,6.02,,599,,3.32,39,13,4.26,28,4.46,33,33,27,1531.5,284.73,,
20/08/2020,210.25,43.5,3.25,3.2,226.5,6.02,,598,,3.34,39.5,13,4.3,27.65,4.48,33,33,27,1530.26,284.36,,
19/08/2020,210.25,43.5,3.26,3.2,225.25,6.02,,598,,3.34,39.5,13,4.3,27.5,4.3,33,33,27,1528.95,284.1,,
18/08/2020,210.5,43.2,3.26,3.2,225.25,6.02,,598,,3.34,39.5,13,4.3,27.5,4.3,33,33,27,1527.09,283.67,,
17/08/2020,210.25,43.5,3.27,3.2,225.25,6,,598,,3.34,39.5,13,4.37,27.2,4.3,33,33,27,1529.39,284.33,,
14/08/2020,210,43.5,3.27,3.2,225.25,6.08,,598,,3.34,39.5,13,4.39,27.2,4.3,33.5,33.5,27,1531.8,284.72,,
13/08/2020,210.5,42,3.27,3.2,225.25,6.12,,598,,3.34,39.5,13,4.4,26.95,4.22,33.5,33.5,27,1526.03,283.27,,
12/08/2020,211,42,3.38,3.2,225.25,6,,598,,3.34,40,13.05,4.2,26.95,4.3,33.5,33.5,27,1526.56,284,,
11/08/2020,214,42,3.4,3.01,225,6,,598,,3.34,40,13,4.2,26.95,4.2,33.5,33.5,27.05,1529.82,284.85,,
10/08/2020,215,45.5,3.42,3.1,225,6,,598,,3.34,40,13,4,26.95,4.3,33.5,33.5,27.05,1552.28,290.96,,
07/08/2020,215.25,46.5,3.45,3.1,225,6,,598,,3.35,40,14,4.75,26.1,4.3,33.5,33.5,27.05,1563.27,292.8,,
06/08/2020,215,46.5,3.5,3.1,225,6,,598,,3.35,40,14,5,27.5,4.5,33.55,33.55,27.05,1567.58,292.88,,
05/08/2020,215,47,3.49,3.15,225,6,,598,,3.35,43,14,5.04,26.1,4.5,33.55,33.55,27.05,1572.09,294.43,,
04/08/2020,218.75,47.5,3.5,3.1,225,6,,598,,3.35,43.25,14.4,5.1,26.45,4.5,33.55,33.55,27.05,1587.76,298.01,,
03/08/2020,220,48,3.55,3,225,5.94,,598,,3.35,44,14.45,5.1,26.5,4.5,33.6,33.6,27.05,1594.53,299.66,,
31/07/2020,220,48,3.45,3,225,6.1,,599,,3.35,44.5,14.45,5.1,25.95,4.64,33.5,33.5,27.05,1592.6,299.15,,
30/07/2020,220,48,3.41,3.02,225,6.1,,599,,3.35,45,14.75,5.22,25.95,4.47,33.5,33.5,27.05,1592.73,298.89,,
29/07/2020,221,48,3.4,3.1,225,6.1,,599,,3.35,45,14.75,5.3,25.95,4.68,33.5,33.5,27.05,1596.4,299.52,,
28/07/2020,222.75,48,3.42,3.1,225,6.1,,599,,3.35,45.45,14.75,5.2,25.95,4.4,33.5,33.5,27.05,1598.67,300.27,,
27/07/2020,223,48,3.42,3,225,6.08,,599,,3.3,45.45,14.75,5.52,24.1,4.4,33.5,33.5,27.05,1598.16,300.37,,
24/07/2020,222.75,49,3.44,3.07,225,6.08,,599,,3.3,45.45,14.9,5.54,24.1,4.4,33.5,33.5,27.05,1605.57,302.27,,
23/07/2020,222.5,49,3.46,3.07,225,6.08,,599,,3.38,45.45,14.9,5.54,24.1,4.4,33.5,33.5,27.05,1604.18,302.07,,
22/07/2020,222,49,3.46,3.07,225,6.08,,599,,3.38,45.45,14.9,5.5,24.1,4.45,33.5,33.5,27.05,1607.23,301.5,,
21/07/2020,221,49,3.4,3.08,225,6.08,,599,,3.4,45.45,15,5.56,25.95,4.45,33,33,27.05,1606.69,300.7,,
20/07/2020,220,49.5,3.5,3.19,222.75,6.08,,599,,3.4,45.45,15,5.56,25.05,4.46,33,33,27.05,1609.73,302.14,,
17/07/2020,225,49.5,3.6,3.04,223.5,5.9,,599,,3.4,45.45,14,5.62,25,4.5,33,33,27,1619.53,304.65,,
16/07/2020,225,49.5,3.66,3.1,223.5,6,,599,,3.4,45.25,14,5.6,25,4.51,33,33,27,1627.92,306.7,,
15/07/2020,228.5,49.5,3.72,3.26,223.5,6.06,,599,,3.4,45.25,15,5.6,26,4.53,33,33,27,1642.24,309.5,,
14/07/2020,230.25,49.5,3.75,3.32,222.5,6.06,,599,,3.4,45.25,15,5.62,27,4.5,33,33,27,1651.08,311.91,,
13/07/2020,233.5,49.5,3.78,3.34,222.5,6.06,,598,,3.4,45.25,15,5.9,27.3,4.5,33,33,27,1658.87,313.51,,
10/07/2020,234,50,3.8,3.38,222.5,6.06,,598,,3.4,44.5,15.75,5.6,27.3,4.5,33,33,27,1665.43,314.71,,
09/07/2020,234,49.5,3.8,3.4,222.5,6.06,,630,,3.4,45.5,15.75,5.56,28.5,4.56,33,33,27,1667.82,314.16,,
08/07/2020,233.5,49.5,3.84,3.4,222.5,6.16,,630,,3.4,45.5,15.75,5.56,28.8,4.6,33,33,27.05,1670.7,314.97,,
07/07/2020,231,49.5,3.84,3.4,222.5,6.16,,630,,3.4,44.5,15,5.62,28.8,4.69,33,33,27,1659.65,311.9,,
06/07/2020,231.25,49.5,3.85,3.44,222.5,6.16,,621,,3.45,44.5,15,5.62,28.8,4.69,33.3,33.3,27,1660.95,311.87,,
03/07/2020,231.5,49.5,3.85,3.44,222.5,6.16,,620,,3.45,44.5,15,5.62,28.5,4.7,33.3,33.3,27,1656.83,310.96,,
02/07/2020,233,49,3.84,3.45,222,6.04,,614,,3.45,44.5,15,5.62,28.1,4.6,33.3,33.3,27,1653.61,310.95,,
01/07/2020,235,49,3.87,3.48,222,6.04,,614,,3.65,43.25,15,5.62,28,4.5,33.3,33.3,27,1659.85,312.99,,
30/06/2020,236,49,3.87,3.48,222,6,,614,,3.65,43.25,14.8,5.62,28,4.5,33.3,33.3,27,1662.61,313.84,,
29/06/2020,236,49,3.9,3.48,222,6,,614,,3.65,43.25,14.8,5.62,29,4.4,33,33,27,1665.05,314.22,,
26/06/2020,231.5,49,3.85,3.48,222,6.02,,614,,3.65,43.25,14.8,5.62,28.5,4.5,32,32,27,1653.93,313.55,,
25/06/2020,231,49.5,3.9,3.49,220.75,6,,597,,3.65,44.5,15,5.66,28.55,4.36,34,34,27,1657.25,313.67,,
24/06/2020,232,49,3.88,3.48,220.75,6.02,,597,,3.65,44.5,15,5.66,29.85,4.5,28.5,28.5,27,1656.36,313.09,,
23/06/2020,231,49,3.88,3.5,220.75,6,,596,,3.69,44.75,15,5.66,31.5,4.4,27.3,27.3,27,1656.18,313.03,,
22/06/2020,230,48,3.92,3.5,220.75,6,,596,,3.69,44.75,15,5.76,31.6,4.4,26,26,27,1649.68,311.48,,
19/06/2020,231,48,3.92,3.5,220.75,6,,595,,3.69,44.75,15.2,5.5,28.95,4.56,26,26,27,1647.1,311.74,,
18/06/2020,234.5,48,3.92,3.5,220.5,6,,595,,3.69,45,15.2,5.5,28.95,4.6,26,26,27,1654.46,313.38,,
17/06/2020,230,48.35,3.95,3.5,220.5,6,,595,,3.69,45,15.5,5.5,28.95,4.6,26,26,27,1649.77,312.03,,
16/06/2020,237,48.35,3.9,3.5,220.75,6.02,,595,,3.69,45,15.5,5.5,30.15,4.85,26,26,27,1666.36,315.04,,
15/06/2020,238,48.35,3.92,3.5,220.75,6.06,,595,,3.69,45,15.5,5.5,30,4.9,26,26,27,1670.46,315.68,,
12/06/2020,247.5,48.3,4,3.5,220.5,6.02,,595,,3.69,45.25,16,5.5,31,4.9,26,26,24,1693.83,321.6,,
11/06/2020,250,48.2,4,3.5,220.5,6,,595,,3.69,46,16,5.44,27.9,5.1,26,26,24,1696.87,322.8,,
10/06/2020,255.25,48,4,3.41,220.5,6,,595,,3.69,46,16,5.5,27.2,5.16,26.25,26.25,24,1706.09,325.09,,
09/06/2020,248.5,47.8,4,3.4,220.5,5.8,,595,,3.69,46,16.1,5.5,27,5.16,26.25,26.25,24,1689.91,321.42,,
08/06/2020,241.25,47.7,4.04,3.48,220.5,5.8,,595,,3.7,46,16.1,5.5,29,5.2,25,25,24,1680.61,318.33,,
05/06/2020,240,47.7,4.1,3.5,220.5,5.68,,595,,3.7,46,16,5.5,29,5.22,25,25,24,1672.62,317.05,,
04/06/2020,240,47.7,4.09,3.48,220.5,5.68,,595,,3.7,45,16,5.5,29,5.22,25,25,24,1660.53,316.59,,
03/06/2020,235,47.7,4.02,3.5,220,5.6,,595,,3.7,45,16,5.5,26,5.22,25,25,24,1642.08,313.61,,
02/06/2020,232,47.5,4,3.5,220,5.6,,595,,3.7,43,15.7,5.5,24,5.02,25,25,24,1629.63,311.29,,
01/06/2020,231.25,47.5,4,3.5,220,5.6,,595,,3.7,44,15.6,5.5,21,4.97,25,25,28,1628.37,310.89,,
29/05/2020,231,47.5,3.98,3.5,220,5.6,,595,,3.7,44,15,5.5,20.5,4.97,25,25,28,1622.12,310.47,,
28/05/2020,225.75,47,4,3.46,220,5.5,,595,,3.7,44,15.6,5.4,21,4.97,25,25,28,1606.93,306.6,,
27/05/2020,230,47,4,3.5,220,5.6,,595,,3.7,45,14.75,5.5,22.2,4.97,25,25,28,1617.6,309.55,,
26/05/2020,236,47,4,3.5,220,5.58,,595,,3.7,45,14.75,5.3,20.5,4.97,25,25,28,1627.39,312.51,,
25/05/2020,233.25,46.5,4,3.5,219.5,5.58,,595,,3.7,45,14.75,5.5,20.5,5,25,25,28,1619.02,310.49,,
